"Airradians_TranscriptID","blastxEval_CvirgTranscriptID","blastxEval_CvirgProteinID","blastxEval_CvirgGeneID","meanLength","blastxEval_CvirgGOterms"
"evm.model.Contig108.61","XM_022457518.1","LOC111118184","zinc finger CCHC domain-containing protein 7-like",598,"GO:0043167"
"evm.model.Contig108.62","XM_022457283.1","LOC111118019","inactive rhomboid protein 1-like",757,"GO:0005575;GO:0008233"
"evm.model.Contig108.63","XM_022445750.1","LOC111109574","long-chain-fatty-acid--CoA ligase-like",563,"GO:0003674"
"evm.model.Contig108.64","XM_022445750.1","LOC111109574","long-chain-fatty-acid--CoA ligase-like",563,"GO:0003674"
"evm.model.Contig108.65","XM_022445750.1","LOC111109574","long-chain-fatty-acid--CoA ligase-like",563,"GO:0003674"
"evm.model.Contig108.67","XM_022465743.1",NA,NA,NA,NA
"evm.model.Contig108.69","XM_022466849.1","LOC111124008","phosphonoacetaldehyde hydrolase-like",281,"GO:0003674;GO:0009056"
"evm.model.Contig108.71","XM_022472782.1","LOC111127562","inositol oxygenase-like",294,"GO:0005737;GO:0005975;GO:0009056;GO:0016491;GO:0043167;GO:0044281"
"evm.model.Contig108.72","XM_022474989.1",NA,NA,NA,NA
"evm.model.Contig108.73","XM_022464745.1",NA,NA,NA,NA
"evm.model.Contig108.74","XM_022456648.1",NA,NA,NA,NA
"evm.model.Contig108.75","XM_022469450.1","LOC111125532","alpha-catulin-like",786,"GO:0007155;GO:0007165;GO:0008092"
"evm.model.Contig108.77","XM_022434644.1","LOC111101990","uncharacterized",254,"GO:0003674"
"evm.model.Contig108.81","XM_022438056.1","LOC111104217","complement C1q-like protein 4",180,"GO:0003674"
"evm.model.Contig108.82","XM_022434644.1","LOC111101990","uncharacterized",254,"GO:0003674"
"evm.model.Contig108.83","XM_022431464.1","LOC111099936","myosin-11-like",455,"GO:0003674"
"evm.model.Contig108.84.1","XM_022454824.1","LOC111115910","electrogenic sodium bicarbonate cotransporter 1-like",1061,"GO:0005575;GO:0022857"
"evm.model.Contig108.85","XM_022434603.1","LOC111101950","uncharacterized",321,"GO:0003674"
"evm.model.Contig108.86","XM_022434603.1","LOC111101950","uncharacterized",321,"GO:0003674"
"evm.model.Contig108.87","XM_022466462.1","LOC111123835","sodium bicarbonate cotransporter 3-like",1099,"GO:0005575;GO:0022857"
"evm.model.Contig108.89","XM_022465370.1","LOC111123200","lariat debranching enzyme A-like",658,"GO:0003674;GO:0006397"
"evm.model.Contig108.90.1","XM_022472436.1","LOC111127316","armadillo repeat-containing protein 8-like",666,"GO:0003674"
"evm.model.Contig108.91","XM_022471859.1","LOC111126918","ADAM 17-like protease",647.2,"GO:0008233"
"evm.model.Contig108.92","XM_022445968.1",NA,NA,NA,NA
"evm.model.Contig108.93","XM_022466611.1","LOC111123909","uncharacterized",2966,"GO:0005575"
"evm.model.Contig108.94","XM_022466611.1","LOC111123909","uncharacterized",2966,"GO:0005575"
"evm.model.Contig108.95","XM_022466611.1","LOC111123909","uncharacterized",2966,"GO:0005575"
"evm.model.Contig108.97","XM_022464757.1","LOC111122806","voltage-dependent L-type calcium channel subunit beta-1-like",557.75,"GO:0005886;GO:0022857;GO:0032991"
"evm.model.Contig108.98","XM_022464766.1","LOC111122807","angio-associated migratory cell protein-like",405,"GO:0003674"
"evm.model.Contig108.99","XM_022464937.1","LOC111122903","cyclic pyranopterin monophosphate synthase, mitochondrial-like",431,"GO:0005840;GO:0008135;GO:0051186"
"evm.model.Contig108048.1","XM_022445298.1",NA,NA,NA,NA
"evm.model.Contig108134.1","XM_022472493.1","LOC111127354","60S ribosomal protein L9-like",188,"GO:0003735;GO:0005840;GO:0006412;GO:0019843;GO:0042254"
"evm.model.Contig108217.1","XM_022466435.1",NA,NA,NA,NA
"evm.model.Contig108227.1","XM_022453250.1","LOC111114779","protein white-like",659.5,"GO:0005575;GO:0016887;GO:0043167"
"evm.model.Contig108329.1","XM_022452237.1","LOC111113943","uncharacterized",2624,"GO:0007165;GO:0043167"
"evm.model.Contig10839.1","XM_022441536.1","LOC111106737","cadherin-23-like",1491,"GO:0005886;GO:0007155;GO:0043167"
"evm.model.Contig108516.1","XM_022440992.1","LOC111106343","GTPase IMAP family member 4-like",483,"GO:0043167"
"evm.model.Contig108727.1","XR_002639707.1",NA,NA,NA,NA
"evm.model.Contig108981.1","XM_022462788.1",NA,NA,NA,NA
"evm.model.Contig109.1","XM_022448590.1","LOC111111546","deleted in lung and esophageal cancer protein 1-like",1708.66666666667,"GO:0008283"
"evm.model.Contig109.100","XM_022440574.1",NA,NA,NA,NA
"evm.model.Contig109.102","XM_022443858.1","LOC111108190","protein bicaudal D-like",805.666666666667,"GO:0008092;GO:0030674"
"evm.model.Contig109.103.1","XM_022441560.1",NA,NA,NA,NA
"evm.model.Contig109.104","XM_022447645.1",NA,NA,NA,NA
"evm.model.Contig109.105.2","XM_022446456.1","LOC111110098","glucose-6-phosphate 1-dehydrogenase-like",541,"GO:0005975;GO:0006790;GO:0016491;GO:0034641;GO:0044281;GO:0051186"
"evm.model.Contig109.106","XM_022440806.1","LOC111106223","actin-related protein 2/3 complex subunit 4-like",171,"GO:0005856;GO:0007010;GO:0032991;GO:0065003"
"evm.model.Contig109.107","XM_022444804.1","LOC111108746","mitochondrial carnitine/acylcarnitine carrier protein-like",296,"GO:0022857"
"evm.model.Contig109.108","XM_022443830.1","LOC111108183","ubiquitin carboxyl-terminal hydrolase 15-like",932,"GO:0006464;GO:0008233;GO:0009056"
"evm.model.Contig109.109","XM_022443099.1","LOC111107757","neuroglian-like",1385,"GO:0003674"
"evm.model.Contig109.11","XM_022436801.1",NA,NA,NA,NA
"evm.model.Contig109.110","XM_022445865.1","LOC111109656","acyl-CoA dehydrogenase family member 9, mitochondrial-like",664,"GO:0016491;GO:0043167"
"evm.model.Contig109.112","XM_022441935.1","LOC111107009","neuroglian-like",1263,"GO:0003674"
"evm.model.Contig109.124","XM_022445370.1",NA,NA,NA,NA
"evm.model.Contig109.125","XM_022442010.1",NA,NA,NA,NA
"evm.model.Contig109.126","XM_022431790.1","LOC111100149","uncharacterized",637,"GO:0043167"
"evm.model.Contig109.127","XM_022442010.1",NA,NA,NA,NA
"evm.model.Contig109.128","XM_022442009.1",NA,NA,NA,NA
"evm.model.Contig109.13","XM_022469520.1","LOC111125570","DENN domain-containing protein 3-like",1232.66666666667,"GO:0003674"
"evm.model.Contig109.132","XM_022451522.1","LOC111113329","extracellular superoxide dismutase [Cu-Zn]-like",192,"GO:0008150;GO:0043167"
"evm.model.Contig109.136.1","XM_022446291.1","LOC111109993","serine/threonine-protein kinase WNK3-like",2154.6,"GO:0006464;GO:0006520;GO:0016301;GO:0043167"
"evm.model.Contig109.137","XM_022476619.1","LOC111130019","BTB/POZ domain-containing protein 6-like",441,"GO:0003674"
"evm.model.Contig109.138","XM_022442660.1","LOC111107450","tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like",319,"GO:0006399;GO:0016491;GO:0043167"
"evm.model.Contig109.139","XM_022440144.1","LOC111105763","conserved oligomeric Golgi complex subunit 5-like",811,"GO:0005794;GO:0016192;GO:0032991"
"evm.model.Contig109.140","XM_022444484.1","LOC111108525","4-hydroxybenzoate polyprenyltransferase, mitochondrial-like",440.666666666667,"GO:0005575;GO:0016765"
"evm.model.Contig109.141","XM_022444519.1",NA,NA,NA,NA
"evm.model.Contig109.142","XM_022447056.1",NA,NA,NA,NA
"evm.model.Contig109.143","XM_022442707.1",NA,NA,NA,NA
"evm.model.Contig109.144","XM_022440232.1",NA,NA,NA,NA
"evm.model.Contig109.16","XM_022472300.1","LOC111127220","E3 ubiquitin-protein ligase HERC2-like",4953.75,"GO:0004842;GO:0005515;GO:0008270;GO:0016567"
"evm.model.Contig109.17","XM_022474252.1","LOC111128573","endophilin-A3-like",355.5,"GO:0003674;GO:0005737;GO:0016192"
"evm.model.Contig109.18","XM_022441033.1","LOC111106382","neuroglobin-like",197,"GO:0003674"
"evm.model.Contig109.2","XM_022471845.1","LOC111126912","leucine-rich repeat-containing protein 74B-like",590,"GO:0043167"
"evm.model.Contig109.20","XM_022465524.1","LOC111123277","uncharacterized",1018,"GO:0003674;GO:0007165"
"evm.model.Contig109.21","XM_022467984.1","LOC111124793","NEDD4 family-interacting protein 1-like",202,"GO:0007034"
"evm.model.Contig109.22","XM_022472594.1","LOC111127420","DNA-binding protein SMUBP-2-like",1003,"GO:0003677;GO:0043167"
"evm.model.Contig109.23.2","XM_022471365.1","LOC111126608","protein furry-like",2911,"GO:0000902"
"evm.model.Contig109.24","XM_022462649.1",NA,NA,NA,NA
"evm.model.Contig109.26","XM_022482951.1",NA,NA,NA,NA
"evm.model.Contig109.29","XM_022479068.1","LOC111131500","G2/mitotic-specific cyclin-B-like",432.5,"GO:0005634"
"evm.model.Contig109.30","XM_022475899.1","LOC111129491","FMRFamide receptor-like",466,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig109.41","XM_022432446.1","LOC111100499","deoxyribodipyrimidine photo-lyase-like",584,"GO:0006259;GO:0006950;GO:0016829"
"evm.model.Contig109.42.1","XM_022476935.1","LOC111130175","estrogen sulfotransferase-like",313.25,"GO:0003674"
"evm.model.Contig109.44","XM_022450339.1",NA,NA,NA,NA
"evm.model.Contig109.48","XM_022452217.1",NA,NA,NA,NA
"evm.model.Contig109.49","XM_022435300.1",NA,NA,NA,NA
"evm.model.Contig109.5","XM_022472557.1",NA,NA,NA,NA
"evm.model.Contig109.54","XM_022473412.1","LOC111128031","dehydrogenase/reductase SDR family member 7-like",322,"GO:0016491"
"evm.model.Contig109.55","XM_022449708.1","LOC111112296","trichohyalin-like",1755.4,"GO:0005815;GO:0007010;GO:0007049;GO:0022607;GO:0030154;GO:0048856"
"evm.model.Contig109.57","XM_022457131.1",NA,NA,NA,NA
"evm.model.Contig109.58","XM_022456426.1",NA,NA,NA,NA
"evm.model.Contig109.59","XM_022456326.1",NA,NA,NA,NA
"evm.model.Contig109.60","XM_022441399.1",NA,NA,NA,NA
"evm.model.Contig109.61","XM_022458878.1",NA,NA,NA,NA
"evm.model.Contig109.62","XM_022458878.1",NA,NA,NA,NA
"evm.model.Contig109.63","XM_022458878.1",NA,NA,NA,NA
"evm.model.Contig109.64","XM_022439439.1",NA,NA,NA,NA
"evm.model.Contig109.65","XM_022452335.1",NA,NA,NA,NA
"evm.model.Contig109.66","XM_022435495.1",NA,NA,NA,NA
"evm.model.Contig109.70","XM_022462658.1","LOC111121390","probable endochitinase",1078,"GO:0005576;GO:0005975;GO:0016798"
"evm.model.Contig109.73","XM_022469705.1","LOC111125666","sodium- and chloride-dependent glycine transporter 1-like",664,"GO:0005575;GO:0022857"
"evm.model.Contig109.76","XM_022443322.1","LOC111107913","filamin-A-like",2856.06666666667,"GO:0003674"
"evm.model.Contig109.79.1","XM_022442646.1","LOC111107443","sarcolemmal membrane-associated protein-like",1013.18181818182,"GO:0003674;GO:0008150"
"evm.model.Contig109.80","XM_022444499.1","LOC111108534","protein DENND6A-like",558.666666666667,"GO:0008150;GO:0019899"
"evm.model.Contig109.82","XM_022483316.1","LOC111134362","zinc finger protein 226-like",810,"GO:0003674"
"evm.model.Contig109.83","XM_022443873.1","LOC111108202","E3 ubiquitin-protein ligase HUWE1-like",4397.83333333333,"GO:0006464;GO:0043167"
"evm.model.Contig109.85","XM_022441401.1",NA,NA,NA,NA
"evm.model.Contig109.88","XM_022488377.1","LOC111137111","solute carrier family 23 member 1-like",650,"GO:0005575;GO:0022857"
"evm.model.Contig109.95","XM_022444296.1","LOC111108425","DDB1- and CUL4-associated factor 1-like",1463,"GO:0003674;GO:0006464"
"evm.model.Contig109.97","XM_022445929.1","LOC111109708","ankyrin repeat and BTB/POZ domain-containing protein 1-like",475,"GO:0003674"
"evm.model.Contig109.99","XM_022440303.1","LOC111105852","uncharacterized",507.333333333333,"GO:0003674"
"evm.model.Contig109038.1","XM_022443754.1","LOC111108144","ubiquitin-like modifier-activating enzyme ATG7",689,"GO:0005737;GO:0006914;GO:0016874"
"evm.model.Contig1091.10","XM_022481328.1","LOC111133194","sodium- and chloride-dependent glycine transporter 1-like",586,"GO:0005575;GO:0022857"
"evm.model.Contig1091.13","XM_022487683.1","LOC111136668","protein RER1-like",195,"GO:0005575"
"evm.model.Contig1091.14","XM_022489429.1","LOC111137782","cholecystokinin receptor-like",362,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig1091.15","XM_022487491.1",NA,NA,NA,NA
"evm.model.Contig1091.16","XM_022438645.1",NA,NA,NA,NA
"evm.model.Contig1091.18","XM_022484391.1","LOC111134882","endothelin-converting enzyme homolog",807,"GO:0008233;GO:0034641;GO:0051604"
"evm.model.Contig1091.19","XM_022477920.1","LOC111130712","uncharacterized",741,"GO:0007165;GO:0009058;GO:0016829;GO:0034641;GO:0044281"
"evm.model.Contig1091.21","XM_022482365.1","LOC111133739","translocon-associated protein subunit gamma-like",186,"GO:0005575;GO:0006605"
"evm.model.Contig1091.3","XM_022434168.1",NA,NA,NA,NA
"evm.model.Contig1091.5","XM_022482557.1",NA,NA,NA,NA
"evm.model.Contig1091.7","XM_022480895.1","LOC111132939","agrin-like",1687,"GO:0007165;GO:0043167"
"evm.model.Contig1091.7","XM_022480895.1","LOC111132939","agrin-like",1687,"GO:0043167"
"evm.model.Contig1091.9","XM_022477531.1",NA,NA,NA,NA
"evm.model.Contig1092.2","XM_022472509.1",NA,NA,NA,NA
"evm.model.Contig1092.3.1","XM_022483294.1","LOC111134350","breast cancer anti-estrogen resistance protein 1-like",925,"GO:0003674"
"evm.model.Contig1092.4","XM_022487700.1","LOC111136672","cleavage and polyadenylation specificity factor subunit 1-like",1434,"GO:0003674;GO:0005634"
"evm.model.Contig1092.5","XM_022474535.1","LOC111128730","uncharacterized",1285,"GO:0006464;GO:0016301;GO:0043167"
"evm.model.Contig1092.6","XM_022483694.1","LOC111134564","uncharacterized",842.5,"GO:0016491"
"evm.model.Contig1092.7","XM_022487870.1",NA,NA,NA,NA
"evm.model.Contig10921.1","XM_022482396.1","LOC111133757","kynurenine formamidase-like",292.5,"GO:0006520;GO:0009056;GO:0016810;GO:0034641"
"evm.model.Contig1093.1","XM_022469396.1","LOC111125493","uncharacterized",447,"GO:0004518"
"evm.model.Contig1093.2","XM_022490515.1","LOC111138502","bromodomain-containing protein 7-like",674,"GO:0003674"
"evm.model.Contig10939.1","XM_022436732.1","LOC111103448","probable ATP-dependent RNA helicase DDX10",843,"GO:0043167"
"evm.model.Contig1097.1","XM_022465751.1",NA,NA,NA,NA
"evm.model.Contig109724.1","XM_022455644.1",NA,NA,NA,NA
"evm.model.Contig11.1","XM_022476078.1",NA,NA,NA,NA
"evm.model.Contig110.103","XM_022488768.1","LOC111137333","protein fem-1 homolog A-like",652,"GO:0003674"
"evm.model.Contig110.106","XM_022487227.1","LOC111136403","uncharacterized protein C01G6.5-like",545.5,"GO:0003674"
"evm.model.Contig110.107","XM_022481422.1",NA,NA,NA,NA
"evm.model.Contig110.108","XM_022479901.1","LOC111132156","protein Wnt-4-like",358,"GO:0003674;GO:0005576;GO:0007165;GO:0007267;GO:0048856"
"evm.model.Contig110.109","XM_022485339.1","LOC111135358","alkaline phosphatase, tissue-nonspecific isozyme-like",511,"GO:0016791"
"evm.model.Contig110.110","XM_022485339.1","LOC111135358","alkaline phosphatase, tissue-nonspecific isozyme-like",511,"GO:0016791"
"evm.model.Contig110.111","XM_022486659.1",NA,NA,NA,NA
"evm.model.Contig110.112","XM_022489943.1","LOC111138123","complement C3-like",1717,"GO:0005615;GO:0030234"
"evm.model.Contig110.113","XM_022482714.1","LOC111133967","deleted in malignant brain tumors 1 protein-like",548,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig110.116","XM_022481952.1","LOC111133473","cholecystokinin receptor type A-like",408,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig110.118","XM_022471589.1","LOC111126750","Hermansky-Pudlak syndrome 3 protein homolog",1128,"GO:0003674"
"evm.model.Contig110.119.1","XM_022486961.1","LOC111136251","voltage-gated potassium channel subunit beta-2-like",379,"GO:0005737;GO:0005886;GO:0022857;GO:0032991"
"evm.model.Contig110.120","XM_022486343.1","LOC111135892","multiple epidermal growth factor-like domains protein 6",1724,"GO:0043167"
"evm.model.Contig110.121","XM_022446117.1","LOC111109864","complement C1q-like protein 4",253,"GO:0003674"
"evm.model.Contig110.122","XM_022446117.1","LOC111109864","complement C1q-like protein 4",253,"GO:0003674"
"evm.model.Contig110.125","XM_022477038.1",NA,NA,NA,NA
"evm.model.Contig110.126","XM_022477034.1",NA,NA,NA,NA
"evm.model.Contig110.127","XM_022477032.1",NA,NA,NA,NA
"evm.model.Contig110.128","XM_022478707.1","LOC111131269","xanthine dehydrogenase/oxidase-like",1247,"GO:0016491;GO:0034641;GO:0043167;GO:0044281"
"evm.model.Contig110.128","XM_022478707.1","LOC111131269","xanthine dehydrogenase/oxidase-like",1247,"GO:0016491;GO:0043167"
"evm.model.Contig110.129","XM_022486727.1","LOC111136110","RING finger protein 207-like",732,"GO:0043167"
"evm.model.Contig110.13","XM_022484959.1",NA,NA,NA,NA
"evm.model.Contig110.130","XM_022480839.1","LOC111132910","uncharacterized",1413,"GO:0003674"
"evm.model.Contig110.132","XM_022484780.1","LOC111135072","serine-rich adhesin for platelets-like",1102,"GO:0008233"
"evm.model.Contig110.133","XM_022454239.1","LOC111115481","kynurenine formamidase-like",286,"GO:0006520;GO:0009056;GO:0016810;GO:0034641"
"evm.model.Contig110.135","XM_022454239.1","LOC111115481","kynurenine formamidase-like",286,"GO:0006520;GO:0009056;GO:0016810;GO:0034641"
"evm.model.Contig110.142","XM_022480041.1",NA,NA,NA,NA
"evm.model.Contig110.143","XM_022482325.1",NA,NA,NA,NA
"evm.model.Contig110.145","XM_022487081.1","LOC111136317","protein LZIC-like",196,"GO:0003674;GO:0005886;GO:0032991"
"evm.model.Contig110.146","XM_022487081.1","LOC111136317","protein LZIC-like",196,"GO:0003674;GO:0005886;GO:0032991"
"evm.model.Contig110.147","XM_022485611.1","LOC111135493","steroid 17-alpha-hydroxylase/17,20 lyase-like",505,"GO:0016491;GO:0043167"
"evm.model.Contig110.148","XM_022485611.1","LOC111135493","steroid 17-alpha-hydroxylase/17,20 lyase-like",505,"GO:0016491;GO:0043167"
"evm.model.Contig110.149","XM_022489066.1","LOC111137567","steroid 17-alpha-hydroxylase/17,20 lyase-like",500,"GO:0016491;GO:0043167"
"evm.model.Contig110.150","XM_022482467.1","LOC111133799","G-protein coupled receptor 161-like",618,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig110.151","XM_022482467.1","LOC111133799","G-protein coupled receptor 161-like",618,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig110.152","XM_022479729.1",NA,NA,NA,NA
"evm.model.Contig110.154","XM_022488306.1","LOC111137063","endothelin-converting enzyme homolog",794,"GO:0008233"
"evm.model.Contig110.155","XM_022489336.1","LOC111137723","cationic amino acid transporter 4-like",638,"GO:0005575;GO:0022857"
"evm.model.Contig110.156","XM_022490271.1","LOC111138346","neuropeptide Y receptor type 6-like",325,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig110.16","XM_022489611.1","LOC111137906","D(2)-like dopamine receptor",384,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig110.163","XM_022446157.1",NA,NA,NA,NA
"evm.model.Contig110.165","XM_022480280.1","LOC111132469","uncharacterized",612,"GO:0043167"
"evm.model.Contig110.166","XM_022485650.1","LOC111135511","uncharacterized",570,"GO:0043167"
"evm.model.Contig110.168","XM_022485644.1","LOC111135510","uncharacterized",569.333333333333,"GO:0043167"
"evm.model.Contig110.17","XM_022489058.1","LOC111137562","ATPase family AAA domain-containing protein 3-A-like",604,"GO:0005739;GO:0007005;GO:0043167"
"evm.model.Contig110.171","XM_022487528.1","LOC111136583","tripartite motif-containing protein 45-like",571,"GO:0043167"
"evm.model.Contig110.173","XM_022487104.1","LOC111136336","filaggrin-like",951,"GO:0043167"
"evm.model.Contig110.174","XM_022485714.1","LOC111135557","phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like",1050,"GO:0006629;GO:0007165;GO:0016301"
"evm.model.Contig110.178","XM_022485713.1","LOC111135557","phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like",1050,"GO:0006629;GO:0007165;GO:0016301"
"evm.model.Contig110.180_evm.model.Contig110.181","XM_022482814.1","LOC111134042","ephrin type-B receptor 1-B-like",1029.33333333333,"GO:0005886;GO:0006464;GO:0007165;GO:0016301;GO:0043167"
"evm.model.Contig110.182","XM_022483266.1","LOC111134329","F-actin-capping protein subunit beta-like",273,"GO:0005737;GO:0005856;GO:0007010;GO:0008092;GO:0032991;GO:0065003"
