"TranscriptID","ProteinID","GeneID"
"XM_022450578.1","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like","LOC111112786"
"XM_022450579.1","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like","LOC111112786"
"XM_022450580.1","uncharacterized","LOC111112787"
"XM_022450581.1","uncharacterized","LOC111112787"
"XM_022450582.1","uncharacterized","LOC111112787"
"XM_022450583.1","ankyrin repeat domain-containing protein 50-like","LOC111112788"
"XM_022450584.1","uncharacterized","LOC111112789"
"XM_022450585.1","protein white-like","LOC111112790"
"XM_022450586.1","protein white-like","LOC111112790"
"XM_022450587.1","protein white-like","LOC111112790"
"XM_022450588.1","protein white-like","LOC111112791"
"XM_022450589.1","protein white-like","LOC111112791"
"XM_022450590.1","protein white-like","LOC111112791"
"XM_022450591.1","polypeptide N-acetylgalactosaminyltransferase 5-like","LOC111112794"
"XM_022450592.1","polypeptide N-acetylgalactosaminyltransferase 5-like","LOC111112794"
"XM_022450593.1","polypeptide N-acetylgalactosaminyltransferase 5-like","LOC111112794"
"XM_022450594.1","polypeptide N-acetylgalactosaminyltransferase 5-like","LOC111112794"
"XM_022450595.1","polypeptide N-acetylgalactosaminyltransferase 5-like","LOC111112794"
"XM_022450596.1","polypeptide N-acetylgalactosaminyltransferase 5-like","LOC111112794"
"XM_022450597.1","polypeptide N-acetylgalactosaminyltransferase 5-like","LOC111112794"
"XM_022450598.1","polypeptide N-acetylgalactosaminyltransferase 5-like","LOC111112794"
"XM_022450599.1","uncharacterized","LOC111112795"
"XM_022450600.1","uncharacterized","LOC111112797"
"XM_022450601.1","uncharacterized","LOC111112797"
"XM_022450602.1","putative nuclease HARBI1","LOC111112798"
"XM_022450603.1","peroxisomal carnitine O-octanoyltransferase-like","LOC111112801"
"XM_022450604.1","tripartite motif-containing protein 2-like","LOC111112804"
"XM_022450605.1","E3 ubiquitin-protein ligase TRIM71-like","LOC111112805"
"XM_022450606.1","high mobility group protein 20A-like","LOC111112806"
"XM_022450607.1","high mobility group protein 20A-like","LOC111112806"
"XM_022450608.1","homeobox protein 5-like","LOC111112803"
"XM_022450609.1","high mobility group protein 20A-like","LOC111112806"
"XM_022450610.1","high mobility group protein 20A-like","LOC111112806"
"XM_022450611.1","high mobility group protein 20A-like","LOC111112806"
"XM_022450612.1","high mobility group protein 20A-like","LOC111112806"
"XM_022450613.1","ATP-binding cassette sub-family F member 2-like","LOC111112807"
"XM_022450614.1","ubiquitin carboxyl-terminal hydrolase 40-like","LOC111112808"
"XM_022450615.1","protein white-like","LOC111112809"
"XM_022450616.1","uncharacterized","LOC111112810"
"XM_022450617.1","homeobox protein 5-like","LOC111112803"
"XM_022450618.1","uncharacterized","LOC111112810"
"XM_022450619.1","uncharacterized","LOC111112810"
"XM_022450620.1","uncharacterized","LOC111112810"
"XM_022450621.1","uncharacterized","LOC111112810"
"XM_022450622.1","uncharacterized","LOC111112810"
"XM_022450623.1","uncharacterized","LOC111112810"
"XM_022450624.1","uncharacterized","LOC111112810"
"XM_022450625.1","uncharacterized","LOC111112810"
"XM_022450626.1","uncharacterized","LOC111112810"
"XM_022450627.1","uncharacterized","LOC111112810"
"XM_022450628.1","homeobox protein 5-like","LOC111112803"
"XM_022450629.1","uncharacterized","LOC111112810"
"XM_022450630.1","E3 ubiquitin-protein ligase TRIM71-like","LOC111112811"
"XM_022450631.1","E3 ubiquitin-protein ligase TRIM71-like","LOC111112811"
"XM_022450632.1","E3 ubiquitin-protein ligase TRIM71-like","LOC111112811"
"XM_022450633.1","probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog","LOC111112793"
"XM_022450634.1","E3 ubiquitin-protein ligase TRIM71-like","LOC111112811"
"XM_022450635.1","E3 ubiquitin-protein ligase TRIM71-like","LOC111112811"
"XM_022450636.1","E3 ubiquitin-protein ligase TRIM71-like","LOC111112811"
"XM_022450637.1","E3 ubiquitin-protein ligase TRIM71-like","LOC111112811"
"XM_022450638.1","homeobox protein 5-like","LOC111112803"
"XM_022450639.1","ryncolin-1-like","LOC111112812"
"XM_022450640.1","ryncolin-4-like","LOC111112813"
"XM_022450641.1","ryncolin-4-like","LOC111112814"
"XM_022450642.1","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C-like","LOC111112815"
"XM_022450643.1","uncharacterized","LOC111112816"
"XM_022450644.1","uncharacterized","LOC111112816"
"XM_022450645.1","uncharacterized","LOC111112816"
"XM_022450646.1","receptor-type tyrosine-protein phosphatase epsilon-like","LOC111112817"
"XM_022450647.1","homeobox protein 5-like","LOC111112803"
"XM_022450648.1","uncharacterized","LOC111112818"
"XM_022450649.1","uncharacterized","LOC111112819"
"XM_022450650.1","matrix-remodeling-associated protein 5-like","LOC111112820"
"XM_022450651.1","uncharacterized","LOC111112821"
"XM_022450652.1","uncharacterized","LOC111112821"
"XM_022450653.1","uncharacterized","LOC111112821"
"XM_022450654.1","uncharacterized","LOC111112822"
"XM_022450655.1","homeobox protein 5-like","LOC111112803"
"XM_022450656.1","uncharacterized","LOC111112823"
"XM_022450657.1","multiple epidermal growth factor-like domains protein 10","LOC111112824"
"XM_022450658.1","multiple epidermal growth factor-like domains protein 10","LOC111112824"
"XM_022450659.1","uncharacterized","LOC111112825"
"XM_022450660.1","uncharacterized","LOC111112825"
"XM_022450661.1","uncharacterized","LOC111112826"
"XM_022450662.1","uncharacterized","LOC111112826"
"XM_022450663.1","protein draper-like","LOC111112827"
"XM_022450664.1","homeobox protein 5-like","LOC111112803"
"XM_022450665.1","protein draper-like","LOC111112827"
"XM_022450666.1","protein ERGIC-53-like","LOC111112828"
"XM_022450667.1","protein ERGIC-53-like","LOC111112828"
"XM_022450668.1","uncharacterized","LOC111112829"
"XM_022450669.1","uncharacterized","LOC111112829"
"XM_022450670.1","uncharacterized","LOC111112829"
"XM_022450671.1","uncharacterized","LOC111112830"
"XM_022450672.1","lectin BRA-3-like","LOC111112831"
"XM_022450673.1","homeobox protein 5-like","LOC111112803"
"XM_022450674.1","uncharacterized","LOC111112832"
"XM_022450675.1","CD209 antigen-like protein A","LOC111112833"
"XM_022450676.1","lipoma HMGIC fusion partner-like 3 protein","LOC111112834"
"XM_022450677.1","uncharacterized","LOC111112835"
"XM_022450678.1","homeobox protein 5-like","LOC111112803"
"XM_022450679.1","uncharacterized","LOC111112839"
"XM_022450680.1","uncharacterized","LOC111112839"
"XM_022450681.1","uncharacterized","LOC111112839"
"XM_022450682.1","uncharacterized","LOC111112839"
"XM_022450683.1","uncharacterized","LOC111112839"
"XM_022450684.1","uncharacterized","LOC111112839"
"XM_022450685.1","mothers against decapentaplegic homolog 3-like","LOC111112841"
"XM_022450686.1","mothers against decapentaplegic homolog 3-like","LOC111112841"
"XM_022450687.1","homeobox protein 5-like","LOC111112803"
"XM_022450688.1","mothers against decapentaplegic homolog 3-like","LOC111112841"
"XM_022450689.1","uncharacterized","LOC111112842"
"XM_022450690.1","ribosome biogenesis protein WDR12 homolog","LOC111112843"
"XM_022450691.1","mitogen-activated protein kinase 11-like","LOC111112844"
"XM_022450692.1","mitogen-activated protein kinase 11-like","LOC111112844"
"XM_022450693.1","microtubule-associated protein futsch-like","LOC111112845"
"XM_022450694.1","semaphorin-2A-like","LOC111112846"
"XM_022450695.1","semaphorin-2A-like","LOC111112846"
"XM_022450696.1","semaphorin-2A-like","LOC111112846"
"XM_022450697.1","semaphorin-2A-like","LOC111112846"
"XM_022450698.1","semaphorin-2A-like","LOC111112846"
"XM_022450699.1","uncharacterized protein C1orf189 homolog","LOC111112848"
"XM_022450700.1","uncharacterized","LOC111112847"
"XM_022450701.1","uncharacterized protein C1orf189 homolog","LOC111112848"
"XM_022450702.1","multiple epidermal growth factor-like domains protein 10","LOC111112849"
"XM_022450703.1","protein draper-like","LOC111112850"
"XM_022450704.1","protein draper-like","LOC111112850"
"XM_022450705.1","multiple epidermal growth factor-like domains protein 10","LOC111112851"
"XM_022450706.1","multiple epidermal growth factor-like domains protein 11","LOC111112852"
"XM_022450707.1","multiple epidermal growth factor-like domains protein 11","LOC111112852"
"XM_022450708.1","putative nuclease HARBI1","LOC111112853"
"XM_022450709.1","uncharacterized","LOC111112855"
"XM_022450710.1","perlucin-like protein","LOC111112856"
"XM_022450711.1","perlucin-like protein","LOC111112857"
"XM_022450712.1","uncharacterized","LOC111112854"
"XM_022450713.1","perlucin-like protein","LOC111112858"
"XM_022450714.1","uncharacterized","LOC111112859"
"XM_022450715.1","uncharacterized","LOC111112860"
"XM_022450716.1","uncharacterized","LOC111112861"
"XM_022450717.1","ras-related protein Rab-11B-like","LOC111112863"
"XM_022450718.1","trichohyalin-like","LOC111112864"
"XM_022450719.1","trichohyalin-like","LOC111112864"
"XM_022450720.1","serine/threonine-protein kinase OSR1-like","LOC111112866"
"XM_022450721.1","uncharacterized","LOC111112867"
"XM_022450722.1","sec1 family domain-containing protein 1-like","LOC111112865"
"XM_022450723.1","receptor-type tyrosine-protein phosphatase T-like","LOC111112870"
"XM_022450724.1","multiple epidermal growth factor-like domains protein 10","LOC111112871"
"XM_022450725.1","receptor-type tyrosine-protein phosphatase U-like","LOC111112872"
"XM_022450726.1","uncharacterized","LOC111112873"
"XM_022450727.1","uncharacterized","LOC111112874"
"XM_022450728.1","uncharacterized","LOC111112874"
"XM_022450729.1","mothers against decapentaplegic homolog 6-like","LOC111112875"
"XM_022450730.1","uncharacterized","LOC111112877"
"XM_022450731.1","uncharacterized","LOC111112878"
"XM_022450732.1","uncharacterized","LOC111112878"
"XM_022450733.1","uncharacterized","LOC111112878"
"XM_022450734.1","vasopressin V1b receptor-like","LOC111112876"
"XM_022450735.1","uncharacterized","LOC111112878"
"XM_022450736.1","uncharacterized","LOC111112879"
"XM_022450737.1","uncharacterized","LOC111112879"
"XM_022450738.1","uncharacterized","LOC111112879"
"XM_022450739.1","transcription factor IIIB 90 kDa subunit-like","LOC111112880"
"XM_022450740.1","BTB/POZ domain-containing protein 6-B-like","LOC111112881"
"XM_022450741.1","calcitonin gene-related peptide type 1 receptor-like","LOC111112883"
"XM_022450742.1","calcitonin gene-related peptide type 1 receptor-like","LOC111112883"
"XM_022450743.1","calcitonin gene-related peptide type 1 receptor-like","LOC111112883"
"XM_022450744.1","calcitonin gene-related peptide type 1 receptor-like","LOC111112883"
"XM_022450745.1","calcitonin gene-related peptide type 1 receptor-like","LOC111112883"
"XM_022450746.1","uncharacterized","LOC111112885"
"XM_022450747.1","uncharacterized","LOC111112884"
"XM_022450748.1","protein FAM214A-like","LOC111112886"
"XM_022450749.1","protein FAM214A-like","LOC111112886"
"XM_022450750.1","protein FAM214A-like","LOC111112886"
"XM_022450751.1","uncharacterized","LOC111112887"
"XM_022450752.1","uncharacterized","LOC111112887"
"XM_022450753.1","uncharacterized","LOC111112888"
"XM_022450754.1","protein TBRG4-like","LOC111112862"
"XM_022450755.1","uncharacterized","LOC111112891"
"XM_022450756.1","uncharacterized","LOC111112891"
"XM_022450757.1","uncharacterized","LOC111112892"
"XM_022450758.1","uncharacterized","LOC111112893"
"XM_022450759.1","uncharacterized","LOC111112890"
"XM_022450760.1","carcinoembryonic antigen-related cell adhesion molecule 1-like","LOC111112894"
"XM_022450761.1","carcinoembryonic antigen-related cell adhesion molecule 1-like","LOC111112894"
"XM_022450762.1","carcinoembryonic antigen-related cell adhesion molecule 1-like","LOC111112894"
"XM_022450763.1","carcinoembryonic antigen-related cell adhesion molecule 1-like","LOC111112894"
"XM_022450764.1","uncharacterized","LOC111112895"
"XM_022450765.1","uncharacterized","LOC111112896"
"XM_022450766.1","uncharacterized","LOC111112897"
"XM_022450767.1","uncharacterized","LOC111112898"
"XM_022450768.1","uncharacterized","LOC111112898"
"XM_022450769.1","uncharacterized","LOC111112898"
"XM_022450770.1","uncharacterized","LOC111112898"
"XM_022450771.1","uncharacterized","LOC111112900"
"XM_022450772.1","dimethylaniline monooxygenase [N-oxide-forming] 5-like","LOC111112899"
"XM_022450773.1","uncharacterized","LOC111112900"
"XM_022450774.1","uncharacterized","LOC111112900"
"XM_022450775.1","uncharacterized","LOC111112901"
"XM_022450776.1","uncharacterized","LOC111112902"
"XM_022450777.1","multiple epidermal growth factor-like domains protein 11","LOC111112903"
"XM_022450778.1","multiple epidermal growth factor-like domains protein 11","LOC111112903"
"XM_022450779.1","dimethylaniline monooxygenase [N-oxide-forming] 5-like","LOC111112899"
"XM_022450780.1","platelet endothelial aggregation receptor 1-like","LOC111112904"
"XM_022450781.1","uncharacterized","LOC111112905"
"XM_022450782.1","NAD(P)H-hydrate epimerase-like","LOC111112906"
"XM_022450783.1","alpha-1-macroglobulin-like","LOC111112912"
"XM_022450784.1","alpha-1-macroglobulin-like","LOC111112912"
"XM_022450785.1","peptidyl-prolyl cis-trans isomerase FKBP4-like","LOC111112909"
"XM_022450786.1","alpha-1-macroglobulin-like","LOC111112912"
"XM_022450787.1","mitogen-activated protein kinase 11-like","LOC111112913"
"XM_022450788.1","mitogen-activated protein kinase 11-like","LOC111112913"
"XM_022450789.1","uncharacterized protein DDB_G0271670-like","LOC111112914"
"XM_022450790.1","uncharacterized protein DDB_G0271670-like","LOC111112914"
"XM_022450791.1","ras-related protein Ral-A-like","LOC111112915"
"XM_022450792.1","ras-related protein Ral-A-like","LOC111112915"
"XM_022450793.1","ras-related protein Ral-A-like","LOC111112915"
"XM_022450794.1","ras-related protein Ral-A-like","LOC111112915"
"XM_022450795.1","peptidyl-prolyl cis-trans isomerase FKBP4-like","LOC111112909"
"XM_022450796.1","uncharacterized","LOC111112916"
"XM_022450797.1","uncharacterized","LOC111112916"
"XM_022450798.1","cysteine dioxygenase type 1-like","LOC111112917"
"XM_022450799.1","protogenin-like","LOC111112918"
"XM_022450800.1","formin-like protein CG32138","LOC111112919"
"XM_022450801.1","4-trimethylaminobutyraldehyde dehydrogenase-like","LOC111112920"
"XM_022450802.1","4-trimethylaminobutyraldehyde dehydrogenase-like","LOC111112920"
"XM_022450803.1","peptidyl-prolyl cis-trans isomerase FKBP4-like","LOC111112909"
"XM_022450804.1","aquaporin-11-like","LOC111112921"
"XM_022450805.1","receptor-type tyrosine-protein phosphatase alpha-like","LOC111112922"
"XM_022450806.1","receptor-type tyrosine-protein phosphatase alpha-like","LOC111112922"
"XM_022450807.1","receptor-type tyrosine-protein phosphatase alpha-like","LOC111112922"
"XM_022450808.1","receptor-type tyrosine-protein phosphatase alpha-like","LOC111112922"
"XM_022450809.1","multiple epidermal growth factor-like domains protein 10","LOC111112923"
"XM_022450810.1","multiple epidermal growth factor-like domains protein 10","LOC111112923"
"XM_022450811.1","protein draper-like","LOC111112924"
"XM_022450812.1","protein draper-like","LOC111112924"
"XM_022450813.1","usherin-like","LOC111112926"
"XM_022450814.1","usherin-like","LOC111112926"
"XM_022450815.1","sorting nexin-4-like","LOC111112925"
"XM_022450816.1","uncharacterized","LOC111112927"
"XM_022450817.1","receptor-type tyrosine-protein phosphatase alpha-like","LOC111112928"
"XM_022450818.1","receptor-type tyrosine-protein phosphatase alpha-like","LOC111112928"
"XM_022450819.1","multiple epidermal growth factor-like domains protein 10","LOC111112929"
"XM_022450820.1","uncharacterized","LOC111112930"
"XM_022450821.1","scavenger receptor class F member 2-like","LOC111112931"
"XM_022450822.1","uncharacterized","LOC111112932"
"XM_022450823.1","uncharacterized","LOC111112933"
"XM_022450824.1","wolframin-like","LOC111112938"
"XM_022450825.1","uncharacterized","LOC111112934"
"XM_022450826.1","poly [ADP-ribose] polymerase 3-like","LOC111112939"
