"GeneID","TranscriptID","ProteinID","meanLength","Annotation_GO_ID"
"LOC111112099","XM_022449424.1","A-kinase anchor protein 9-like",5191.94444444444,"GO:0005198;GO:0007165"
"LOC111112099","XM_022449424.1","A-kinase anchor protein 9-like",5191.94444444444,"GO:0003677;GO:0005198;GO:0007165"
"LOC111112099","XM_022449424.1","A-kinase anchor protein 9-like",5191.94444444444,"GO:0003677;GO:0005198;GO:0005622;GO:0007165;GO:0008092"
"LOC111112099","XM_022449425.1","A-kinase anchor protein 9-like",5191.94444444444,"GO:0005198;GO:0007165"
"LOC111112099","XM_022449425.1","A-kinase anchor protein 9-like",5191.94444444444,"GO:0003677;GO:0005198;GO:0007165"
"LOC111112099","XM_022449425.1","A-kinase anchor protein 9-like",5191.94444444444,"GO:0003677;GO:0005198;GO:0005622;GO:0007165;GO:0008092"
"LOC111112099","XM_022449414.1","A-kinase anchor protein 9-like",5191.94444444444,"GO:0005198;GO:0007165"
"LOC111112099","XM_022449414.1","A-kinase anchor protein 9-like",5191.94444444444,"GO:0003677;GO:0005198;GO:0007165"
"LOC111112099","XM_022449414.1","A-kinase anchor protein 9-like",5191.94444444444,"GO:0003677;GO:0005198;GO:0005622;GO:0007165;GO:0008092"
"LOC111112099","XM_022449422.1","A-kinase anchor protein 9-like",5191.94444444444,"GO:0005198;GO:0007165"
"LOC111112099","XM_022449422.1","A-kinase anchor protein 9-like",5191.94444444444,"GO:0003677;GO:0005198;GO:0007165"
"LOC111112099","XM_022449422.1","A-kinase anchor protein 9-like",5191.94444444444,"GO:0003677;GO:0005198;GO:0005622;GO:0007165;GO:0008092"
"LOC111112100","XM_022449427.1","acid-sensing ion channel 1-like",496.666666666667,"GO:0005575;GO:0022857"
"LOC111112100","XM_022449416.1","acid-sensing ion channel 1-like",496.666666666667,"GO:0005575;GO:0022857"
"LOC111112100","XM_022449433.1","acid-sensing ion channel 1-like",496.666666666667,"GO:0005575;GO:0022857"
"LOC111112101","XM_022449428.1","galactosylceramide sulfotransferase-like",416,"GO:0003674;GO:0005794;GO:0006629;GO:0009058"
"LOC111112113","XM_022449439.1","sperm-associated antigen 6",508,"GO:0003674"
"LOC111112114","XM_022449446.1","sperm-associated antigen 6-like",369.428571428571,"GO:0003674"
"LOC111112114","XM_022449446.1","sperm-associated antigen 6-like",369.428571428571,"GO:0005768;GO:0016192;GO:0032991"
"LOC111112114","XM_022449444.1","sperm-associated antigen 6-like",369.428571428571,"GO:0003674"
"LOC111112114","XM_022449444.1","sperm-associated antigen 6-like",369.428571428571,"GO:0005768;GO:0016192;GO:0032991"
"LOC111112114","XM_022449443.1","sperm-associated antigen 6-like",369.428571428571,"GO:0003674"
"LOC111112114","XM_022449443.1","sperm-associated antigen 6-like",369.428571428571,"GO:0005768;GO:0016192;GO:0032991"
"LOC111112114","XM_022449442.1","sperm-associated antigen 6-like",369.428571428571,"GO:0003674"
"LOC111112114","XM_022449442.1","sperm-associated antigen 6-like",369.428571428571,"GO:0005768;GO:0016192;GO:0032991"
"LOC111112114","XM_022449441.1","sperm-associated antigen 6-like",369.428571428571,"GO:0003674"
"LOC111112114","XM_022449441.1","sperm-associated antigen 6-like",369.428571428571,"GO:0005768;GO:0016192;GO:0032991"
"LOC111112114","XM_022449447.1","sperm-associated antigen 6-like",369.428571428571,"GO:0003674"
"LOC111112114","XM_022449447.1","sperm-associated antigen 6-like",369.428571428571,"GO:0005768;GO:0016192;GO:0032991"
"LOC111112114","XM_022449440.1","sperm-associated antigen 6-like",369.428571428571,"GO:0003674"
"LOC111112114","XM_022449440.1","sperm-associated antigen 6-like",369.428571428571,"GO:0005768;GO:0016192;GO:0032991"
"LOC111112116","XM_022449449.1","uncharacterized",361,"GO:0003674;GO:0006464"
"LOC111112116","XM_022449448.1","uncharacterized",361,"GO:0003674;GO:0006464"
"LOC111112118","XM_022449459.1","probable glucosamine 6-phosphate N-acetyltransferase",190,"GO:0009058;GO:0016746;GO:0034641;GO:0044281"
"LOC111112119","XM_022449456.1","vacuolar-sorting protein SNF8-like",246,"GO:0005768;GO:0016192;GO:0032991"
"LOC111112122","XM_022449461.1","vacuolar-sorting protein SNF8-like",143,"GO:0005768;GO:0016192;GO:0032991"
"LOC111112123","XM_022449462.1","vacuolar-sorting protein SNF8-like",80,"GO:0005768;GO:0016192;GO:0032991"
"LOC111112126","XM_022449466.1","unconventional myosin-Id-like",1017.71428571429,"GO:0005856;GO:0032991;GO:0043167"
"LOC111112126","XM_022449463.1","unconventional myosin-Id-like",1017.71428571429,"GO:0005856;GO:0032991;GO:0043167"
"LOC111112126","XM_022449469.1","unconventional myosin-Id-like",1017.71428571429,"GO:0005856;GO:0032991;GO:0043167"
"LOC111112126","XM_022449464.1","unconventional myosin-Id-like",1017.71428571429,"GO:0005856;GO:0032991;GO:0043167"
"LOC111112126","XM_022449468.1","unconventional myosin-Id-like",1017.71428571429,"GO:0005856;GO:0032991;GO:0043167"
"LOC111112126","XM_022449465.1","unconventional myosin-Id-like",1017.71428571429,"GO:0005856;GO:0032991;GO:0043167"
"LOC111112126","XM_022449467.1","unconventional myosin-Id-like",1017.71428571429,"GO:0005856;GO:0032991;GO:0043167"
"LOC111112129","XM_022449472.1","tubulin polyglutamylase TTLL4-like",1214.66666666667,"GO:0006464;GO:0043167"
"LOC111112129","XM_022449475.1","tubulin polyglutamylase TTLL4-like",1214.66666666667,"GO:0006464;GO:0043167"
"LOC111112129","XM_022449474.1","tubulin polyglutamylase TTLL4-like",1214.66666666667,"GO:0006464;GO:0043167"
"LOC111112129","XM_022449473.1","tubulin polyglutamylase TTLL4-like",1214.66666666667,"GO:0006464;GO:0043167"
"LOC111112129","XM_022449476.1","tubulin polyglutamylase TTLL4-like",1214.66666666667,"GO:0006464;GO:0043167"
"LOC111112129","XM_022449477.1","tubulin polyglutamylase TTLL4-like",1214.66666666667,"GO:0006464;GO:0043167"
"LOC111112131","XM_022449526.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449568.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449540.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449548.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449494.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449534.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449503.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449558.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449518.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449485.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449582.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449591.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449511.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449575.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112131","XM_022449586.1","kinesin-like protein KIF21A",1711,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"LOC111112132","XM_022449489.1","toll-like receptor 1",786,"GO:0003674;GO:0007165"
"LOC111112133","XM_022449490.1","toll-like receptor 6",777,"GO:0003674;GO:0007165"
"LOC111112135","XM_022449491.1","toll-like receptor 13",775.5,"GO:0003674;GO:0007165"
"LOC111112135","XM_022449492.1","toll-like receptor 13",775.5,"GO:0003674;GO:0007165"
"LOC111112136","XM_022449493.1","toll-like receptor 4",774,"GO:0002376;GO:0003674;GO:0006810;GO:0006950;GO:0007165;GO:0032991"
"LOC111112137","XM_022449495.1","toll-like receptor 4",768,"GO:0003674;GO:0007165"
"LOC111112137","XM_022449497.1","toll-like receptor 4",768,"GO:0003674;GO:0007165"
"LOC111112137","XM_022449496.1","toll-like receptor 4",768,"GO:0003674;GO:0007165"
"LOC111112137","XM_022449498.1","toll-like receptor 4",768,"GO:0003674;GO:0007165"
"LOC111112137","XM_022449499.1","toll-like receptor 4",768,"GO:0003674;GO:0007165"
"LOC111112138","XM_022449500.1","toll-like receptor 4",768,"GO:0003674;GO:0007165"
"LOC111112138","XM_022449501.1","toll-like receptor 4",768,"GO:0003674;GO:0007165"
"LOC111112139","XM_022449502.1","toll-like receptor 4",763,"GO:0002376;GO:0003674;GO:0006810;GO:0006950;GO:0007165;GO:0032991"
"LOC111112140","XM_022449504.1","toll-like receptor 2",760,"GO:0002376;GO:0003674;GO:0006810;GO:0006950;GO:0007165;GO:0032991"
"LOC111112141","XM_022449506.1","toll-like receptor 2",746,"GO:0003674;GO:0007165"
"LOC111112141","XM_022449505.1","toll-like receptor 2",746,"GO:0003674;GO:0007165"
"LOC111112141","XM_022449507.1","toll-like receptor 2",746,"GO:0003674;GO:0007165"
"LOC111112142","XM_022449508.1","toll-like receptor 2",744,"GO:0003674;GO:0007165"
"LOC111112144","XM_022449509.1","toll-like receptor 4",548,"GO:0002376;GO:0003674;GO:0006810;GO:0006950;GO:0007165;GO:0032991"
"LOC111112145","XM_022449510.1","toll-like receptor 4",436,"GO:0003674;GO:0007165"
"LOC111112146","XM_022449512.1","toll-like receptor 4",398,"GO:0002376;GO:0003674;GO:0006810;GO:0006950;GO:0007165;GO:0032991"
"LOC111112147","XM_022449513.1","toll-like receptor 6",352,"GO:0003674;GO:0007165"
"LOC111112149","XM_022449515.1","toll-like receptor 4",436,"GO:0003674;GO:0007165"
"LOC111112150","XM_022449516.1","exonuclease DPD1, chloroplastic/mitochondrial-like",324,"GO:0003674"
"LOC111112151","XM_022449517.1","toll-like receptor 4",564,"GO:0003674;GO:0007165"
"LOC111112152","XM_022449519.1","uncharacterized",207,"GO:0002376;GO:0003677;GO:0005739;GO:0006259;GO:0006950"
"LOC111112152","XM_022449519.1","uncharacterized",207,"GO:0002376;GO:0005739;GO:0006950"
"LOC111112152","XM_022449520.1","uncharacterized",207,"GO:0002376;GO:0003677;GO:0005739;GO:0006259;GO:0006950"
"LOC111112152","XM_022449520.1","uncharacterized",207,"GO:0002376;GO:0005739;GO:0006950"
"LOC111112153","XM_022449521.1","toll-like receptor 2",210,"GO:0003674;GO:0007165"
"LOC111112154","XM_022449522.1","toll-like receptor 6",199,"GO:0003674;GO:0007165"
"LOC111112155","XM_022449523.1","toll-like receptor 6",199,"GO:0003674;GO:0007165"
"LOC111112156","XM_022449524.1","toll-like receptor 2 type-2",184,"GO:0003674;GO:0007165"
"LOC111112157","XM_022449525.1","toll-like receptor 4",368,"GO:0003674"
"LOC111112158","XM_022449527.1","toll-like receptor 10",777,"GO:0003674;GO:0007165"
"LOC111112158","XM_022449528.1","toll-like receptor 10",777,"GO:0003674;GO:0007165"
"LOC111112159","XM_022449530.1","toll-like receptor 4",768,"GO:0003674;GO:0007165"
"LOC111112159","XM_022449529.1","toll-like receptor 4",768,"GO:0003674;GO:0007165"
"LOC111112160","XM_022449532.1","abhydrolase domain-containing protein 2-like",637,"GO:0003677;GO:0043167"
"LOC111112161","XM_022449533.1","tripartite motif-containing protein 45-like",734,"GO:0043167"
"LOC111112162","XM_022449535.1","carbonic anhydrase 1-like",281,"GO:0016829;GO:0043167;GO:0044281"
"LOC111112165","XM_022449536.1","receptor-type tyrosine-protein phosphatase epsilon-like",1094,"GO:0006464;GO:0006520;GO:0016791"
"LOC111112166","XM_022449537.1","receptor-type tyrosine-protein phosphatase epsilon-like",1004.5,"GO:0006464;GO:0006520;GO:0016791"
"LOC111112166","XM_022449538.1","receptor-type tyrosine-protein phosphatase epsilon-like",1004.5,"GO:0006464;GO:0006520;GO:0016791"
"LOC111112167","XM_022449539.1","multiple epidermal growth factor-like domains protein 10",806,"GO:0003674;GO:0005575;GO:0007165;GO:0016192"
"LOC111112168","XM_022449542.1","multiple epidermal growth factor-like domains protein 10",563.5,"GO:0003674;GO:0005575;GO:0007165;GO:0016192"
"LOC111112168","XM_022449544.1","multiple epidermal growth factor-like domains protein 10",563.5,"GO:0003674;GO:0005575;GO:0007165;GO:0016192"
"LOC111112168","XM_022449541.1","multiple epidermal growth factor-like domains protein 10",563.5,"GO:0003674;GO:0005575;GO:0007165;GO:0016192"
"LOC111112168","XM_022449543.1","multiple epidermal growth factor-like domains protein 10",563.5,"GO:0003674;GO:0005575;GO:0007165;GO:0016192"
"LOC111112180","XM_022449573.1","zinc finger BED domain-containing protein 4-like",356,"GO:0003674"
"LOC111112181","XM_022449574.1","nuclear apoptosis-inducing factor 1-like",260,"GO:0005634;GO:0008219"
"LOC111112201","XM_022449595.1","E3 ubiquitin-protein ligase TRIM71-like",539,"GO:0043167"
"LOC111112201","XM_022449592.1","E3 ubiquitin-protein ligase TRIM71-like",539,"GO:0043167"
"LOC111112201","XM_022449594.1","E3 ubiquitin-protein ligase TRIM71-like",539,"GO:0043167"
"LOC111112201","XM_022449593.1","E3 ubiquitin-protein ligase TRIM71-like",539,"GO:0043167"
"LOC111112202","XM_022449599.1","uncharacterized",539,"GO:0043167"
"LOC111112202","XM_022449598.1","uncharacterized",539,"GO:0043167"
"LOC111112202","XM_022449596.1","uncharacterized",539,"GO:0043167"
"LOC111112202","XM_022449597.1","uncharacterized",539,"GO:0043167"
"LOC111112203","XM_022449600.1","uncharacterized",539,"GO:0043167"
"LOC111112205","XM_022449601.1","uncharacterized",539,"GO:0043167"
"LOC111112206","XM_022449603.1","uncharacterized",1242.66666666667,"GO:0006464;GO:0016301;GO:0043167"
"LOC111112206","XM_022449604.1","uncharacterized",1242.66666666667,"GO:0006464;GO:0016301;GO:0043167"
"LOC111112206","XM_022449602.1","uncharacterized",1242.66666666667,"GO:0006464;GO:0016301;GO:0043167"
"LOC111112209","XM_022449608.1","uncharacterized",224,"GO:0003674"
"LOC111112210","XM_022449609.1","mediator of RNA polymerase II transcription subunit 1-like",1928,"GO:0003674;GO:0005654;GO:0009058;GO:0032991;GO:0034641"
"LOC111112210","XM_022449610.1","mediator of RNA polymerase II transcription subunit 1-like",1928,"GO:0003674;GO:0005654;GO:0009058;GO:0032991;GO:0034641"
"LOC111112211","XM_022449612.1","tripartite motif-containing protein 55-like",795,"GO:0043167"
"LOC111112211","XM_022449611.1","tripartite motif-containing protein 55-like",795,"GO:0043167"
"LOC111112212","XM_022449614.1","uncharacterized",749,"GO:0003674"
"LOC111112213","XM_022449615.1","uncharacterized",557,"GO:0043167"
"LOC111112216","XM_022449623.1","ras-related protein Ral-A-like",208.5,"GO:0003924;GO:0005575;GO:0007165;GO:0043167"
"LOC111112216","XM_022449624.1","ras-related protein Ral-A-like",208.5,"GO:0003924;GO:0005575;GO:0007165;GO:0043167"
"LOC111112216","XM_022449626.1","ras-related protein Ral-A-like",208.5,"GO:0003924;GO:0005575;GO:0007165;GO:0043167"
"LOC111112216","XM_022449625.1","ras-related protein Ral-A-like",208.5,"GO:0003924;GO:0005575;GO:0007165;GO:0043167"
"LOC111112217","XM_022449627.1","uncharacterized",218,"GO:0043167"
"LOC111112217","XM_022449628.1","uncharacterized",218,"GO:0043167"
"LOC111112218","XM_022449629.1","pancreas transcription factor 1 subunit alpha-like",210,"GO:0003674"
"LOC111112219","XM_022449630.1","pancreas transcription factor 1 subunit alpha-like",206,"GO:0003674"
"LOC111112220","XM_022449632.1","ras-related protein M-Ras-like",192,"GO:0003924;GO:0005575;GO:0007165;GO:0043167"
"LOC111112221","XM_022449635.1","gamma-glutamylaminecyclotransferase-like",172,"GO:0016829"
"LOC111112221","XM_022449633.1","gamma-glutamylaminecyclotransferase-like",172,"GO:0016829"
"LOC111112221","XM_022449634.1","gamma-glutamylaminecyclotransferase-like",172,"GO:0016829"
"LOC111112225","XM_022449639.1","glycoprotein 3-alpha-L-fucosyltransferase A-like",371,"GO:0005575;GO:0006464;GO:0009058;GO:0016757"
"LOC111112226","XM_022449640.1","alpha-(1,3)-fucosyltransferase C-like",363,"GO:0005575;GO:0006464;GO:0009058;GO:0016757"
"LOC111112228","XM_022449644.1","sterol regulatory element-binding protein cleavage-activating protein-like",1381,"GO:0005783;GO:0005794;GO:0006950;GO:0007165;GO:0008289;GO:0009058;GO:0034641"
"LOC111112237","XM_022449650.1","tripartite motif-containing protein 3-like",830,"GO:0043167"
"LOC111112238","XM_022449651.1","uncharacterized",562.5,"GO:0043167"
"LOC111112238","XM_022449652.1","uncharacterized",562.5,"GO:0043167"
"LOC111112239","XM_022449653.1","E3 ubiquitin-protein ligase TRIM36-like",559,"GO:0043167"
"LOC111112240","XM_022449654.1","tripartite motif-containing protein 3-like",556,"GO:0043167"
"LOC111112241","XM_022449656.1","homeobox protein engrailed-1-B-like",214,"GO:0003677;GO:0005634;GO:0009058;GO:0034641;GO:0048856"
"LOC111112242","XM_022449655.1","E3 ubiquitin-protein ligase TRIM71-like",556,"GO:0043167"
"LOC111112251","XM_022449658.1","fibrillin-2-like",3128.66666666667,"GO:0003674;GO:0005575;GO:0007165;GO:0048646"
"LOC111112251","XM_022449657.1","fibrillin-2-like",3128.66666666667,"GO:0003674;GO:0005575;GO:0007165;GO:0048646"
"LOC111112251","XM_022449659.1","fibrillin-2-like",3128.66666666667,"GO:0003674;GO:0005575;GO:0007165;GO:0048646"
"LOC111112268","XM_022449684.1","uncharacterized",1347,"GO:0003677;GO:0005622;GO:0009058;GO:0016779;GO:0032991"
"LOC111112268","XM_022449685.1","uncharacterized",1347,"GO:0003677;GO:0005622;GO:0009058;GO:0016779;GO:0032991"
"LOC111112269","XM_022449686.1","uncharacterized",1061,"GO:0004386;GO:0005694;GO:0006259;GO:0006950;GO:0042592;GO:0051276"
"LOC111112270","XM_022449690.1","F-box only protein 10-like",1177,"GO:0003674"
"LOC111112271","XM_022449687.1","multiple epidermal growth factor-like domains protein 10",595,"GO:0003674;GO:0005575;GO:0007165;GO:0016192"
"LOC111112272","XM_022449688.1","multiple epidermal growth factor-like domains protein 10",575.5,"GO:0003674;GO:0005575;GO:0007165;GO:0016192"
"LOC111112272","XM_022449689.1","multiple epidermal growth factor-like domains protein 10",575.5,"GO:0003674;GO:0005575;GO:0007165;GO:0016192"
"LOC111112273","XM_022449691.1","multiple epidermal growth factor-like domains protein 10",532,"GO:0003674;GO:0005575;GO:0007165;GO:0016192"
"LOC111112275","XM_022449692.1","uncharacterized",406,"GO:0003677;GO:0009058;GO:0034641"
"LOC111112278","XM_022449693.1","multiple epidermal growth factor-like domains protein 10",294,"GO:0003674;GO:0005575;GO:0007165;GO:0016192"
"LOC111112282","XM_022449696.1","uncharacterized",128,"GO:0003674;GO:0006464"
"LOC111112290","XM_022449700.1","zinc finger protein 608-like",1320,"GO:0003674"
"LOC111112293","XM_022449702.1","mediator of RNA polymerase II transcription subunit 1-like",1928,"GO:0003674;GO:0005654;GO:0009058;GO:0032991;GO:0034641"
